"
							NHN, 자사주 167억어치 취득 후 소각…""주주가치 제고""
						"
"
							LG유플러스, '익시오' SaaS형 말레이시아 수출…""글로벌 시장 확대""
						"
"
							한국, 생성AI 확산 속도 1위…사용률은 글로벌 16위
						"
"
							대만 TSMC, 삼성·SK하이닉스 이어 어플라이드 머티어리얼즈 R&D 센터 합류
						"
"
							어두운 도로 위 물웅덩이도 잡아낸다… 카이스트, 차세대 편광 센서 개발
						"
"
							오창 ‘방사광가속기 구축사업’ 착공 본궤도…2029년 말 구축 목표
						"
"
							‘위시리스트 500만’ 서브노티카2 사전 다운로드 시작
						"
"
							""내 게임 기록이 전시로""…넥슨컴퓨터박물관→넥슨뮤지엄 새 단장
						"
"
							SKC, 1.2조원 규모 유상증자…유리기판 투자·재무 안정화 추진
						"
"
							강경한 삼전 노조 ""영업익 15%"" 고수... 협상 먹구름
						"
"
							'안전 제일' 카카오 자율주행차 강남서 타보니
						"
"
							[단독] 정부 긴급차단 비웃는 뉴토끼, 새 주소 뿌리며 또 활개...“링크 공유하면 현금까지”
						"
"
							KT, 1분기 수익성 주춤...부동산 기저효과+해킹 수습
						"
"
							“살 빼고 싶다면 ‘칼퇴’해야”… 근무 시간 긴 나라, 비만율도 높았다
						"
"
							서브레벨게임즈, HTML5 게임으로 누적 이용자 100만명 도달
						"
"
							백화점·자회사 다 잘됐다…신세계, 1분기 역대 최대 실적
						"
"
							[영상] ""2분 만에 침실 정리 끝""…휴머노이드 로봇 2대의 협업
						"
"
							[밸류업 진단] '기슬 고도화' HPSP,  해외 공략…주주환원도 확대
						"
"
							비자발적 통신사 최대주주 변경에도 정부 인가 받아야
						"
"
							통신 3사 1분기 영업익 15% '뚝'…사고 비용에 부동산 역기저까지(종합)
						"
"
							1분기 LGU+만 웃었다…KT 영업익 30% 급감·SKT도 역성장(종합)
						"
"
							KT, 1분기 주당 배당금 600원…""당기순익 50% 주주환원""
						"
"
							사진 찍을 때 맨날 ‘브이’했는데…AI가 지문까지 복제한다
						"
"
							구글 “해커들, AI로 제로데이 공격 시도”
						"
"
							MS ""올해 1분기 韓 AI 확산 속도 전 세계 최고 수준""
						"
"
							[AI는 지금] ""AI 모델만으론 부족?""…5.9조 투입한 오픈AI, 기업 AI 판 흔든다
						"
"
							구글, AI 투자금 확보 위해 일본 엔화 채권 발행
						"
"
							'유무선 성장했지만…' KT, 해킹 비용에 영업익 29.9%↓(종합)
						"
"
							[콘텐츠] “귀여운 게 최고야”…세계정복 나서는 K-캐릭터
						"
"
							“한 번 맞으면 HIV 2년 가까이 억제”… ‘죽음의 병’ 에이즈 새 치료법 나오나
						"
"
							""해킹 보상에 부동산 기저효과까지""…KT, 1분기 영업익 30% '털썩'(종합)
						"
"
							한국 생성형 AI 사용률, 전세계 ‘최고 속도’로 증가
						"
"
							""AI가 신규 취약점 찾아 해킹 시도""…구글, 인공지능이 만든 '첫 공격 코드' 포착
						"
"
							코아스템켐온, 충북 오송 공장 세포처리시설 허가 획득…임상 확장·CDMO 발판
						"
"
							""의료제품 수급 회복됐지만 매점매석, 판매가 잡는 일 남았다""
						"
"
							KT, 해킹·보상 비용 여파…1분기 영업이익 30% 감소
						"
"
							오픈AI 직원 75명, 인당 442억원 '잭팟'
						"
"
							한화솔루션, 소액주주 반발 산 유상증자 결국 연기
						"
"
							한화생명 12연승 도전·젠지-T1 격돌…LCK 7주차 빅매치 열린다
						"
"
							헤지펀드 자금 몰렸다…한국·일본·대만 증시 매수 10년 만에 최대
						"
"
							KT, 1Q 영업익 전년比 30% 줄었지만…무선매출 버텼다
						"
"
							[단독] “실수 한 번에 15년 추억 사라져”... 카톡 채팅방 나가면 유료 클라우드도 ‘텅텅’
						"
"
							韓 증시, 대만 꺾고 세계 6위…“삼전닉스가 슈퍼사이클 끌었다”
						"
"
							'극단적 수준' D램 증설 앞당기는 삼성·SK…AI 인프라 주도권 사활
						"
